uid,year,data_year,country,area,fsw_sizeestimate_region,area.notes,method,PopSize,PopSize_notes,Prevalence,pse,type.of.uncertainty.measure,lower.uncertainty.measure,upper.uncertainty.measure,sample_size,requirement,notes,link,public,UID,title,ISO,adm1_geocode,iso_geocode
Ghana3,2015,2014,Ghana,Region,Greater Accra,,Roamers (CRC),NR,,NR,1025,NR,NR,NR,,NR,,,0,,2015 MAPPING AND POPULATION SIZE ESTIMATION OF FEMALE SEX WORKERS IN GHANA (DRAFT),GHA,Ningo Prampram,GHA
Ghana3,2015,2014,Ghana,Region,Greater Accra,,Seaters (Census),NR,,NR,1134,NR,NR,NR,,NR,,,0,,2015 MAPPING AND POPULATION SIZE ESTIMATION OF FEMALE SEX WORKERS IN GHANA (DRAFT),GHA,Ningo Prampram,GHA
Ghana2,2011,2011,Ghana,Region,Greater Accra,,CRC (Roamers),NR,,NR,2397,,NR,NR,,"Female age 15 years or older who reports having received money or favour as a source of from someone other than established partner, in exchange for sexual services in the last 6 months",,,0,REPORTGHA12,2011 Mapping and Population Size Estimation of FSWs in Ghana,GHA,Ningo Prampram,GHA
Ghana2,2011,2011,Ghana,Region,Greater Accra,,Delphi,NR,,NR,3208,NR,NR,NR,NR,"female adults who receive money or goods in exchange for sexual services, either regularly or occasionally",title not found but this research gate article quotes PSE for the various regions in ghana using delphi method,researchgate.net/publication/267326357_Counting_that_Counts_Triangulated_Estimation_of_the_Population_Size_of_Female_Sex_Workers_in_Ghana,0,REPORTGHA12,2011 Mapping and Population Size Estimation of FSWs in Ghana,GHA,Ningo Prampram,GHA
Ghana3,2015,2014,Ghana,Region,Greater Accra,,Roamers (Delphi),NR,,NR,4195,NR,NR,NR,,NR,,,0,,2015 MAPPING AND POPULATION SIZE ESTIMATION OF FEMALE SEX WORKERS IN GHANA (DRAFT),GHA,Ningo Prampram,GHA
Ghana3,2015,2014,Ghana,Region,Greater Accra,,Roamers (CRM),NR,,NR,9570,NR,NR,NR,,NR,,,0,,2015 MAPPING AND POPULATION SIZE ESTIMATION OF FEMALE SEX WORKERS IN GHANA (DRAFT),GHA,Ningo Prampram,GHA
Ghana3,2015,2014,Ghana,Region,Greater Accra,,"Census, mapping, key informant interviews",NR,,NR,10851,NR,NR,NR,,NR,,,0,,2015 MAPPING AND POPULATION SIZE ESTIMATION OF FEMALE SEX WORKERS IN GHANA (DRAFT),GHA,Ningo Prampram,GHA
Ghana4,2015,2014,Ghana,Region,Greater Accra,,Mapping,,,,17465,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ningo Prampram,GHA
Ghana2,2011,2011,Ghana,Region,Greater Accra,,Multiplier,NR,,NR,19840,NR,NR,NR,NR,"female adults who receive money or goods in exchange for sexual services, either regularly or occasionally",title not found but this research gate article quotes PSE for the various regions in ghana using multiplier method,researchgate.net/publication/267326357_Counting_that_Counts_Triangulated_Estimation_of_the_Population_Size_of_Female_Sex_Workers_in_Ghana,0,REPORTGHA12,2011 Mapping and Population Size Estimation of FSWs in Ghana,GHA,Ningo Prampram,GHA
Ghana4,2015,2014,Ghana,District,Gushiegu,,Mapping,,,,130,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Gushiegu,GHA
Ghana4,2015,2014,Ghana,District,Ho Municipal,,Mapping,,,,460,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ho Municipal,GHA
Ghana4,2015,2014,Ghana,District,Ho West,,Mapping,,,,279,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ho Municipal,GHA
Ghana4,2015,2014,Ghana,District,Hohoe Municipal,,Mapping,,,,490,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Afadzato South,GHA
Ghana4,2015,2014,Ghana,District,Jaman North,,Mapping,,,,239,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Jaman North,GHA
Ghana4,2015,2014,Ghana,District,Jaman South,,Mapping,,,,665,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Jaman South,GHA
Ghana4,2015,2014,Ghana,District,Jasikan,,Mapping,,,,130,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Jasikan,GHA
Ghana4,2015,2014,Ghana,District,Jirapa,,Mapping,,,,203,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Jirapa,GHA
Ghana4,2015,2014,Ghana,District,Jomoro,,Mapping,,,,120,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Jomoro,GHA
Ghana4,2015,2014,Ghana,District,Juabeso,,Mapping,,,,110,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Bodi,GHA
Ghana4,2015,2014,Ghana,District,Kadjebi,,Mapping,,,,245,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kadjebi,GHA
Ghana4,2015,2014,Ghana,District,Karaga,,Mapping,,,,105,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Karaga,GHA
Ghana4,2015,2014,Ghana,District,Kasena Nankana East,,Mapping,,,,165,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kasena Nankana West,GHA
Ghana4,2015,2014,Ghana,District,Kasena Nankana West,,Mapping,,,,187,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kasena Nankana West,GHA
Ghana4,2015,2014,Ghana,District,Keta Municapal,,Mapping,,,,347,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Keta Municipal,GHA
Ghana4,2015,2014,Ghana,District,Ketu North,,Mapping,,,,225,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ketu North,GHA
Ghana4,2015,2014,Ghana,District,Ketu South,,Mapping,,,,180,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ketu North,GHA
Ghana4,2015,2014,Ghana,District,Kintampo North Municipal,,Mapping,,,,205,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kintampo North,GHA
Ghana4,2015,2014,Ghana,District,Kintampo South,,Mapping,,,,238,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kintampo South,GHA
Ghana4,2015,2014,Ghana,District,Komenda-Edina-Egyafo-Abirem Municipal,,Mapping,,,,329,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Komenda Edna Eguafo / Abirem,GHA
Ghana4,2015,2014,Ghana,District,Kpandai,,Mapping,,,,384,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kpandai,GHA
Ghana4,2015,2014,Ghana,District,Kpando Municipal,,Mapping,,,,186,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kpando Municipal,GHA
Ghana4,2015,2014,Ghana,District,Kpone Katamanso,,Mapping,,,,313,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kpone Katamanso,GHA
Ghana4,2015,2014,Ghana,District,Krachi East,,Mapping,,,,126,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Krachi East,GHA
Ghana4,2015,2014,Ghana,District,Krachi Nchumuru,,Mapping,,,,169,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Krachi Nchumuru,GHA
Ghana4,2015,2014,Ghana,District,Krachi West,,Mapping,,,,114,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Krachi West,GHA
Ghana4,2015,2014,Ghana,District,Kumasi Metropolis,,Mapping,,,,3316,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kma,GHA
Ghana4,2015,2014,Ghana,District,Kumbumgu,,Mapping,,,,23,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kumbumgu,GHA
Ghana4,2015,2014,Ghana,District,Kwabre East,,Mapping,,,,265,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Afigya Kwabre,GHA
Ghana4,2015,2014,Ghana,District,Kwaebibirem,,Mapping,,,,266,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kwaebibirem,GHA
Ghana4,2015,2014,Ghana,District,Kwahu Afram Plains North,,Mapping,,,,60,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kwahu Afram Plains North,GHA
Ghana4,2015,2014,Ghana,District,Kwahu Afram Plains South,,Mapping,,,,136,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kwahu Afram Plains North,GHA
Ghana4,2015,2014,Ghana,District,Kwahu East,,Mapping,,,,90,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kwahu East,GHA
Ghana4,2015,2014,Ghana,District,Kwahu South,,Mapping,,,,80,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kwahu South,GHA
Ghana4,2015,2014,Ghana,District,Kwahu West Municipal,,Mapping,,,,99,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Kwahu West,GHA
Ghana4,2015,2014,Ghana,District,La Dade Kotopon Municipal,,Mapping,,,,321,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,La Dade Kotopon,GHA
Ghana4,2015,2014,Ghana,District,La Nkwantanang Madina Municipal,,Mapping,,,,512,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,La Nkwantanang Madina,GHA
Ghana4,2015,2014,Ghana,District,Lambussie Karni,,Mapping,,,,238,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Lambussie Karni,GHA
Ghana4,2015,2014,Ghana,District,Lawra,,Mapping,,,,126,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Lawra,GHA
Ghana4,2015,2014,Ghana,District,Ledzokuku/Krowor Municipal,,Mapping,,,,420,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ledzokuku / Krowor,GHA
Ghana4,2015,2014,Ghana,District,Lower Manya,,Mapping,,,,210,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Upper Manya,GHA
Ghana4,2015,2014,Ghana,District,Mampong Municipal,,Mapping,,,,248,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Mampong Municipal,GHA
Ghana4,2015,2014,Ghana,District,Mamprugu Moagduri,,Mapping,,,,111,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,NA,NA
Ghana4,2015,2014,Ghana,District,Mamprusi East,,Mapping,,,,115,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Mamprusi East,GHA
Ghana4,2015,2014,Ghana,District,Mamprusi West,,Mapping,,,,185,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,West Mamprusi,GHA
Ghana4,2015,2014,Ghana,District,Mfantsiman,,Mapping,,,,770,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Ekumfi,GHA
Ghana4,2015,2014,Ghana,District,Mion,,Mapping,,,,48,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,NA,NA
Ghana4,2015,2014,Ghana,District,Mpohor,,Mapping,,,,106,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Mpohor,GHA
Ghana4,2015,2014,Ghana,District,Nabdam,,Mapping,,,,39,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Talensi,GHA
Ghana4,2015,2014,Ghana,District,Nadowli-Kaleo,,Mapping,,,,106,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Daffiama Bussie,GHA
Ghana4,2015,2014,Ghana,District,Nandom,,Mapping,,,,106,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nandom,GHA
Ghana4,2015,2014,Ghana,District,Nanumba North,,Mapping,,,,200,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nanumba North,GHA
Ghana4,2015,2014,Ghana,District,Nanumba South,,Mapping,,,,130,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nanumba South,GHA
Ghana4,2015,2014,Ghana,District,New Juaben Municipal,,Mapping,,,,734,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,New Juaben Municipal,GHA
Ghana4,2015,2014,Ghana,District,Ningo Prampram,,Mapping,,,,207,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,NA,NA
Ghana4,2015,2014,Ghana,District,Nkoranza North,,Mapping,,,,157,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nkoranza South,GHA
Ghana4,2015,2014,Ghana,District,Nkoranza South,,Mapping,,,,50,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nkoranza North,GHA
Ghana4,2015,2014,Ghana,District,Nkwanta North,,Mapping,,,,112,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nkwanta South,GHA
Ghana4,2015,2014,Ghana,District,Nkwanta South,,Mapping,,,,208,,,,,"women age 16 and older who exchange sex for cash, goods, gifts, or services.  ",no link.  title not found,,0,,PROGRAMMATIC MAPPING AND SIZE ESTIMATION OF KEY POPULATIONS IN GHANA (PRELIMINARY REPORT),GHA,Nkwanta South,GHA
